"filename", "language", "YAML", "Dart", "Markdown", "Properties", "Groovy", "XML", "Java", "GraphQL", "JSON", "HTML", "Swift", "C++", "Ruby", "Objective-C", "comment", "blank", "total"
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/example/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md", "Markdown", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/example/ios/Runner/Base.lproj/LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/example/ios/Runner/Base.lproj/Main.storyboard", "XML", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 27
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/example/ios/Runner/Runner-Bridging-Header.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/example/lib/basic.dart", "Dart", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 60
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/example/lib/transition_builder.dart", "Dart", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 96
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/example/pubspec.yaml", "YAML", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/example/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 15, 5, 46
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/example/web/manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 24
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/lib/keyboard_attachable.dart", "Dart", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/lib/src/animation/keyboard_animation_controller.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/lib/src/animation/keyboard_animation_injector.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/lib/src/animation/platform_controllers/android_keyboard_animation_controller.dart", "Dart", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/lib/src/animation/platform_controllers/ios_keyboard_animation_controller.dart", "Dart", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/lib/src/footer_layout.dart", "Dart", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 56
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/lib/src/keyboard_attachable.dart", "Dart", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 18, 161
